TIME,TOTAL_CPU,GET //192.168.165.219:8080/openmrs/ws/rest/v1/person?q=,GET //192.168.165.219:8080/openmrs/ws/rest/v1/person,GET //192.168.165.219:8080/openmrs/ws/rest/v1/encounter?patient=,GET //192.168.165.219:8080/openmrs/ws/rest/v1/concept?q=,GET //192.168.165.219:8080/openmrs/ws/rest/v1/obs?patient=,POST //192.168.165.219:8080/openmrs/ws/rest/v1/person,GET //192.168.165.219:8080/openmrs/ws/rest/v1/encountertype?q=,DELETE //192.168.165.219:8080/openmrs/ws/rest/v1/person
2019-09-28 04:48:09+00:00,51.55,4,1,3,2,1,4,2,0
2019-09-28 04:48:39+00:00,51.69,8,13,5,6,4,5,4,1
2019-09-28 04:49:09+00:00,51.58,11,5,5,4,7,5,7,0
2019-09-28 04:49:39+00:00,50.96,6,4,4,5,5,8,10,2
2019-09-28 04:50:09+00:00,51.41,3,4,4,4,4,8,7,0
2019-09-28 04:50:39+00:00,51.16,7,6,2,2,7,4,4,0
2019-09-28 04:51:09+00:00,50.99,6,6,7,1,3,8,7,1
2019-09-28 04:51:39+00:00,51.15,7,6,6,4,2,9,8,2
2019-09-28 04:52:09+00:00,51.3,5,3,7,4,1,3,2,2
2019-09-28 04:52:39+00:00,51.49,11,9,1,4,5,4,8,0
2019-09-28 04:53:09+00:00,51.87,7,8,7,11,4,9,9,9
2019-09-28 04:53:39+00:00,52.41,17,5,11,6,5,14,7,6
2019-09-28 04:54:09+00:00,52.77,10,10,9,14,2,15,11,13
2019-09-28 04:54:39+00:00,53.27,10,4,7,8,0,13,7,5
2019-09-28 04:55:09+00:00,53.11,7,5,11,8,2,10,8,7
2019-09-28 04:55:39+00:00,52.27,9,7,5,8,7,8,7,9
2019-09-28 04:56:09+00:00,53.3,1,1,0,1,0,4,0,1
2019-09-28 04:56:39+00:00,63.4,0,0,0,0,0,0,0,0
2019-09-28 04:57:09+00:00,38.03,44,56,21,32,14,52,19,4
2019-09-28 04:57:39+00:00,52.38,1,2,2,4,1,5,2,0
2019-09-28 04:58:09+00:00,52.22,6,5,2,2,1,6,2,0
2019-09-28 04:58:39+00:00,51.7,7,2,0,2,1,0,3,0
2019-09-28 04:59:09+00:00,51.25,1,3,2,3,3,4,1,0
2019-09-28 04:59:39+00:00,51.2,5,3,2,0,3,3,2,0
2019-09-28 05:00:09+00:00,51.61,2,4,2,5,2,1,2,0
2019-09-28 05:00:39+00:00,50.77,5,5,1,2,1,6,2,0
2019-09-28 05:01:09+00:00,50.34,6,4,1,0,1,0,1,0
2019-09-28 05:01:39+00:00,50.44,5,5,6,1,3,1,1,0
2019-09-28 05:02:09+00:00,50.24,2,3,1,0,3,1,1,0
2019-09-28 05:02:39+00:00,49.53,4,4,1,2,1,4,3,0
2019-09-28 05:03:09+00:00,49.62,4,1,0,1,2,0,2,0
2019-09-28 05:03:39+00:00,49.72,1,0,1,0,1,0,1,0
2019-09-28 05:04:09+00:00,49.63,3,1,1,1,0,3,4,0
2019-09-28 05:04:39+00:00,49.66,3,1,4,3,2,4,2,0
2019-09-28 05:05:09+00:00,49.35,2,2,2,1,0,0,1,0
2019-09-28 05:05:39+00:00,48.92,0,2,0,0,1,3,0,0
2019-09-28 05:06:09+00:00,48.76,1,2,0,1,1,0,1,0
2019-09-28 05:06:39+00:00,49.01,3,2,2,1,2,3,2,0
2019-09-28 05:07:09+00:00,49.84,1,1,1,1,1,1,2,0
2019-09-28 05:07:39+00:00,50.3,5,5,3,3,5,3,3,0
2019-09-28 05:08:09+00:00,49.91,0,1,1,1,0,1,0,0
2019-09-28 05:08:39+00:00,50.28,5,5,4,2,2,4,0,0
2019-09-28 05:09:09+00:00,50.8,3,7,1,4,7,6,5,4
2019-09-28 05:09:39+00:00,51.62,9,6,6,13,5,10,8,2
2019-09-28 05:10:09+00:00,50.99,2,3,0,5,3,9,5,4
2019-09-28 05:10:39+00:00,51.89,3,3,4,6,4,8,7,5
2019-09-28 05:11:09+00:00,53.94,0,0,0,0,0,0,0,0
2019-09-28 05:11:39+00:00,52.77,0,0,0,0,0,0,0,0
2019-09-28 05:12:09+00:00,50.67,42,43,28,57,20,41,22,5
2019-09-28 05:12:39+00:00,53.2,7,6,1,2,1,3,2,0
2019-09-28 05:13:09+00:00,52.11,5,6,3,4,0,0,3,0
2019-09-28 05:13:39+00:00,51.64,4,7,2,1,5,4,4,0
2019-09-28 05:14:09+00:00,51.24,5,3,2,2,1,1,5,0
2019-09-28 05:14:39+00:00,51.29,5,5,0,4,4,3,3,0
2019-09-28 05:15:09+00:00,51.23,4,2,2,8,3,9,5,1
2019-09-28 05:15:39+00:00,51.91,4,7,3,5,1,3,2,1
2019-09-28 05:16:09+00:00,52.75,6,9,4,13,4,10,3,0
2019-09-28 05:16:39+00:00,53.28,3,7,3,4,2,4,7,1
2019-09-28 05:17:09+00:00,53.05,7,5,3,7,2,5,5,0
2019-09-28 05:17:39+00:00,53.13,6,2,7,15,3,13,13,3
2019-09-28 05:18:09+00:00,52.95,9,7,12,13,1,14,7,4
2019-09-28 05:18:39+00:00,53.2,7,3,4,7,4,8,12,1
2019-09-28 05:19:09+00:00,53.02,3,1,1,4,1,1,7,2
2019-09-28 05:19:39+00:00,53.05,0,0,0,0,0,0,0,0
2019-09-28 05:20:09+00:00,65.53,0,0,0,0,0,0,0,0
2019-09-28 05:20:39+00:00,46.98,39,53,26,25,22,63,24,7
2019-09-28 05:21:09+00:00,48.01,7,2,5,2,4,5,6,0
2019-09-28 05:21:39+00:00,53.36,4,5,5,6,2,7,5,0
2019-09-28 05:22:09+00:00,52.87,3,1,4,2,0,9,6,0
2019-09-28 05:22:39+00:00,52.23,4,4,1,3,0,9,4,7
2019-09-28 05:23:09+00:00,52.28,3,5,7,5,3,3,4,4
2019-09-28 05:23:39+00:00,52.07,7,6,6,8,4,20,16,10
2019-09-28 05:24:09+00:00,55.12,11,8,11,13,1,24,11,14
2019-09-28 05:24:39+00:00,85.87,40,21,50,61,10,95,57,56
2019-09-28 05:25:09+00:00,77.65,59,18,58,96,17,106,82,61
2019-09-28 05:25:39+00:00,83.46,38,21,37,42,13,73,59,77
2019-09-28 05:26:09+00:00,58.79,62,56,26,79,21,61,15,8
2019-09-28 05:26:39+00:00,56.31,8,4,7,8,7,14,2,2
2019-09-28 05:27:09+00:00,53.13,9,4,4,7,6,11,1,1
2019-09-28 05:27:39+00:00,53.12,6,5,3,7,4,6,0,1
2019-09-28 05:28:09+00:00,52.39,5,2,2,9,6,5,0,0
2019-09-28 05:28:39+00:00,52.38,6,5,1,11,3,12,6,1
2019-09-28 05:29:09+00:00,53.15,5,4,3,19,2,9,5,16
2019-09-28 05:29:39+00:00,53.55,7,11,5,26,2,11,4,8
2019-09-28 05:30:09+00:00,55.67,10,9,6,35,8,20,6,14
2019-09-28 05:30:39+00:00,55.23,6,9,8,44,5,33,8,17
2019-09-28 05:31:09+00:00,69.97,18,9,4,63,8,37,14,13
2019-09-28 05:31:39+00:00,75.38,38,21,24,14,18,21,37,1
2019-09-28 05:32:09+00:00,60.02,22,13,18,6,2,16,60,1
2019-09-28 05:32:39+00:00,55.0,40,17,18,10,5,28,57,11
2019-09-28 05:33:09+00:00,55.04,13,22,6,3,13,16,10,2
2019-09-28 05:33:39+00:00,54.41,9,6,7,6,2,3,2,1
2019-09-28 05:34:09+00:00,52.76,6,3,5,7,1,8,1,1
2019-09-28 05:34:39+00:00,52.22,5,1,0,2,3,5,1,3
2019-09-28 05:35:09+00:00,52.64,4,10,6,10,5,9,2,0
2019-09-28 05:35:39+00:00,52.49,2,5,3,3,4,2,2,1
2019-09-28 05:36:09+00:00,52.74,5,4,4,2,1,11,3,0
2019-09-28 05:36:39+00:00,51.81,16,4,4,8,2,14,17,3
2019-09-28 05:37:09+00:00,51.76,6,2,8,11,1,6,3,0
2019-09-28 05:37:39+00:00,52.27,11,1,4,16,2,11,4,6
2019-09-28 05:38:09+00:00,52.28,4,7,3,15,0,13,9,11
2019-09-28 05:38:39+00:00,53.45,10,12,3,14,4,9,5,11
2019-09-28 05:39:09+00:00,54.75,0,0,1,1,1,1,0,0
2019-09-28 05:39:39+00:00,55.22,0,0,0,0,0,0,0,0
2019-09-28 05:40:09+00:00,59.62,0,0,0,0,0,0,0,0
2019-09-28 05:40:39+00:00,53.06,47,35,20,94,32,76,12,12
2019-09-28 05:41:09+00:00,53.17,3,3,1,14,0,8,2,6
2019-09-28 05:41:39+00:00,52.12,2,1,2,13,0,8,4,5
2019-09-28 05:42:09+00:00,52.07,7,5,1,26,2,9,3,6
2019-09-28 05:42:39+00:00,53.33,3,2,2,20,2,16,2,10
2019-09-28 05:43:09+00:00,52.63,7,3,1,23,1,12,2,10
2019-09-28 05:43:39+00:00,53.63,5,6,1,20,4,17,6,8
2019-09-28 05:44:09+00:00,53.94,4,3,1,36,2,18,5,12
2019-09-28 05:44:39+00:00,53.52,5,3,0,14,0,9,1,1
2019-09-28 05:45:09+00:00,54.25,3,1,1,11,0,9,4,3
2019-09-28 05:45:39+00:00,55.01,6,0,1,5,0,2,2,0
2019-09-28 05:46:09+00:00,55.4,0,0,0,0,0,0,0,0
2019-09-28 05:46:39+00:00,57.64,5,4,2,0,2,1,0,0
2019-09-28 05:47:09+00:00,47.88,43,47,29,25,20,41,34,1
2019-09-28 05:47:39+00:00,53.72,9,6,2,5,5,5,1,0
2019-09-28 05:48:09+00:00,52.65,7,5,3,3,2,8,2,0
2019-09-28 05:48:39+00:00,53.2,9,13,2,6,5,12,3,0
2019-09-28 05:49:09+00:00,53.23,6,7,6,2,3,4,4,0
2019-09-28 05:49:39+00:00,51.91,9,7,2,6,2,8,5,0
2019-09-28 05:50:09+00:00,51.38,6,11,4,4,2,14,4,2
2019-09-28 05:50:39+00:00,51.49,3,6,5,4,3,3,7,4
2019-09-28 05:51:09+00:00,52.24,11,4,5,4,3,11,4,6
2019-09-28 05:51:39+00:00,52.92,8,6,7,7,2,3,5,2
2019-09-28 05:52:09+00:00,52.73,6,4,4,4,2,5,4,3
2019-09-28 05:52:39+00:00,52.37,3,2,4,4,3,10,10,1
2019-09-28 05:53:09+00:00,51.78,2,1,1,6,1,0,4,0
2019-09-28 05:53:39+00:00,51.58,5,2,1,7,4,5,4,1
2019-09-28 05:54:09+00:00,50.65,8,3,3,6,1,5,7,5
2019-09-28 05:54:39+00:00,51.06,9,3,6,4,1,11,4,7
2019-09-28 05:55:09+00:00,51.34,7,2,3,5,4,11,5,8
2019-09-28 05:55:39+00:00,51.66,3,6,5,14,3,10,5,3
2019-09-28 05:56:09+00:00,54.8,4,0,2,3,0,1,3,0
2019-09-28 05:56:39+00:00,67.19,0,0,0,0,0,0,0,0
2019-09-28 05:57:09+00:00,46.46,50,56,22,53,26,40,18,4
2019-09-28 05:57:39+00:00,52.09,3,3,1,4,2,2,4,1
2019-09-28 05:58:09+00:00,50.87,7,7,2,3,0,2,1,0
2019-09-28 05:58:39+00:00,50.15,6,8,2,3,2,2,3,0
2019-09-28 05:59:09+00:00,49.72,11,5,2,1,6,6,8,0
2019-09-28 05:59:39+00:00,49.17,8,5,2,3,0,4,4,0
2019-09-28 06:00:09+00:00,49.39,1,2,0,0,2,3,1,0
2019-09-28 06:00:39+00:00,49.62,3,2,3,2,0,1,0,0
2019-09-28 06:01:09+00:00,49.72,7,1,4,5,3,2,6,0
2019-09-28 06:01:39+00:00,52.16,6,7,2,3,3,6,5,0
2019-09-28 06:02:09+00:00,51.42,10,10,9,15,8,10,15,3
2019-09-28 06:02:39+00:00,50.71,16,3,7,22,5,15,13,9
2019-09-28 06:03:09+00:00,51.63,12,10,4,13,1,12,13,5
2019-09-28 06:03:39+00:00,52.05,8,4,7,5,5,6,13,1
2019-09-28 06:04:09+00:00,50.96,0,3,3,1,1,2,1,0
2019-09-28 06:04:39+00:00,51.64,1,0,2,2,0,0,0,1
2019-09-28 06:05:09+00:00,54.29,1,1,9,3,8,9,2,5
2019-09-28 06:05:39+00:00,53.67,25,34,21,17,13,35,4,0
2019-09-28 06:06:09+00:00,52.03,2,3,3,7,0,5,0,4
2019-09-28 06:06:39+00:00,51.28,2,3,1,3,1,14,2,2
2019-09-28 06:07:09+00:00,51.7,4,9,1,7,1,7,2,1
2019-09-28 06:07:39+00:00,53.26,19,14,3,10,6,8,2,12
2019-09-28 06:08:09+00:00,52.69,8,6,3,9,3,8,1,0
2019-09-28 06:08:39+00:00,52.66,2,9,2,5,3,9,0,0
2019-09-28 06:09:09+00:00,53.1,4,11,5,7,4,13,2,6
2019-09-28 06:09:39+00:00,53.46,7,14,3,8,5,7,7,2
2019-09-28 06:10:09+00:00,52.08,8,4,4,9,3,2,6,3
2019-09-28 06:10:39+00:00,52.8,5,7,1,14,2,10,1,9
2019-09-28 06:11:09+00:00,52.26,4,7,2,6,0,13,1,8
2019-09-28 06:11:39+00:00,52.61,6,8,4,23,5,15,6,3
2019-09-28 06:12:09+00:00,52.87,9,4,6,40,2,15,13,11
2019-09-28 06:12:39+00:00,53.44,6,1,4,20,2,14,14,2
2019-09-28 06:13:09+00:00,60.91,29,8,7,10,2,24,28,7
2019-09-28 06:13:39+00:00,54.78,13,6,7,7,4,18,7,4
2019-09-28 06:14:09+00:00,54.07,1,2,4,1,1,1,1,1
2019-09-28 06:14:39+00:00,61.32,1,3,15,10,8,28,3,17
2019-09-28 06:15:09+00:00,72.2,36,31,27,45,27,58,9,16
2019-09-28 06:15:39+00:00,53.15,4,5,3,2,1,4,0,2
2019-09-28 06:16:09+00:00,52.42,8,8,1,6,0,3,2,1
2019-09-28 06:16:39+00:00,51.39,2,2,1,5,7,3,0,0
2019-09-28 06:17:09+00:00,51.5,7,2,1,9,2,5,1,0
2019-09-28 06:17:39+00:00,50.88,6,6,1,10,2,7,0,1
2019-09-28 06:18:09+00:00,51.16,12,6,0,10,2,5,1,0
2019-09-28 06:18:39+00:00,51.58,10,8,2,4,3,5,7,0
2019-09-28 06:19:09+00:00,51.24,5,6,5,4,3,6,2,0
2019-09-28 06:19:39+00:00,50.8,4,4,2,2,1,4,4,0
2019-09-28 06:20:09+00:00,50.41,6,6,4,2,4,0,6,0
2019-09-28 06:20:39+00:00,50.11,3,2,0,12,0,2,2,2
2019-09-28 06:21:09+00:00,50.55,4,2,0,6,2,7,4,4
2019-09-28 06:21:39+00:00,50.83,3,1,0,7,6,1,3,4
2019-09-28 06:22:09+00:00,51.34,7,3,2,8,2,4,5,6
2019-09-28 06:22:39+00:00,51.48,2,7,4,13,3,9,0,1
2019-09-28 06:23:09+00:00,51.82,6,7,4,13,3,6,4,10
2019-09-28 06:23:39+00:00,52.69,15,5,5,16,5,8,9,7
2019-09-28 06:24:09+00:00,55.02,0,0,0,0,0,0,0,0
2019-09-28 06:24:39+00:00,66.91,22,29,15,25,14,34,4,4
2019-09-28 06:25:09+00:00,41.16,14,24,11,14,10,30,4,0
2019-09-28 06:25:39+00:00,52.29,3,5,0,1,0,7,1,0
2019-09-28 06:26:09+00:00,51.94,4,3,2,1,3,5,1,0
2019-09-28 06:26:39+00:00,52.31,1,4,2,4,2,3,2,0
2019-09-28 06:27:09+00:00,52.08,2,7,3,1,5,4,4,0
2019-09-28 06:27:39+00:00,52.42,4,3,3,6,2,5,1,0
2019-09-28 06:28:09+00:00,52.91,3,4,4,5,0,3,1,0
2019-09-28 06:28:39+00:00,52.16,4,5,3,5,3,6,2,0
2019-09-28 06:29:09+00:00,52.13,2,1,2,4,2,2,5,5
2019-09-28 06:29:39+00:00,51.96,4,1,3,5,1,8,4,4
2019-09-28 06:30:09+00:00,51.38,6,0,1,8,4,12,1,2
2019-09-28 06:30:39+00:00,51.79,4,2,2,14,3,6,9,7
2019-09-28 06:31:09+00:00,53.09,10,5,8,8,3,8,6,11
2019-09-28 06:31:39+00:00,52.94,0,0,0,0,0,0,0,0
2019-09-28 06:32:09+00:00,66.17,33,35,27,18,16,37,11,3
2019-09-28 06:32:39+00:00,45.94,14,12,11,10,6,16,10,0
2019-09-28 06:33:09+00:00,51.34,4,4,0,2,3,2,4,0
2019-09-28 06:33:39+00:00,51.2,7,8,4,3,6,4,4,0
2019-09-28 06:34:09+00:00,50.84,2,3,1,2,1,4,2,0
2019-09-28 06:34:39+00:00,50.88,2,3,6,1,0,4,4,0
2019-09-28 06:35:09+00:00,50.61,5,3,0,0,0,4,0,0
2019-09-28 06:35:39+00:00,50.17,3,3,0,0,2,1,2,0
2019-09-28 06:36:09+00:00,50.73,3,2,2,5,3,2,1,0
2019-09-28 06:36:39+00:00,50.99,2,4,1,4,2,3,1,0
2019-09-28 06:37:09+00:00,50.86,9,2,1,0,3,3,4,1
2019-09-28 06:37:39+00:00,50.32,3,3,2,5,2,4,5,0
2019-09-28 06:38:09+00:00,50.36,1,5,1,2,0,0,2,1
2019-09-28 06:38:39+00:00,50.02,4,2,2,1,1,3,2,2
2019-09-28 06:39:09+00:00,50.14,0,5,4,3,3,4,2,5
2019-09-28 06:39:39+00:00,50.44,2,4,2,2,4,2,1,0
2019-09-28 06:40:09+00:00,50.09,8,1,3,3,2,3,1,0
2019-09-28 06:40:39+00:00,50.43,4,3,4,4,4,1,3,1
2019-09-28 06:41:09+00:00,49.86,6,2,3,5,2,1,1,1
2019-09-28 06:41:39+00:00,50.03,6,5,7,5,4,3,4,1
2019-09-28 06:42:09+00:00,49.84,7,5,3,5,3,7,7,3
2019-09-28 06:42:39+00:00,50.37,4,2,4,4,7,8,9,3
2019-09-28 06:43:09+00:00,50.47,3,6,4,5,4,3,5,1
2019-09-28 06:43:39+00:00,50.92,12,7,10,12,2,8,11,4
2019-09-28 06:44:09+00:00,51.72,4,6,3,12,2,2,8,3
2019-09-28 06:44:39+00:00,65.96,33,31,14,14,13,25,8,1
2019-09-28 06:45:09+00:00,44.47,17,16,9,21,6,19,10,2
2019-09-28 06:45:39+00:00,51.98,8,3,5,2,1,5,6,0
2019-09-28 06:46:09+00:00,51.48,11,6,1,8,1,3,5,0
2019-09-28 06:46:39+00:00,51.22,4,4,1,2,0,4,1,1
2019-09-28 06:47:09+00:00,50.78,5,5,1,2,2,8,4,0
2019-09-28 06:47:39+00:00,50.74,5,5,5,5,2,5,0,0
2019-09-28 06:48:09+00:00,50.78,3,2,0,2,2,2,2,0
2019-09-28 06:48:39+00:00,50.38,5,3,1,2,1,6,2,0
2019-09-28 06:49:09+00:00,50.6,3,7,2,0,0,3,1,0
2019-09-28 06:49:39+00:00,50.27,4,1,2,1,3,7,3,0
2019-09-28 06:50:09+00:00,50.82,1,6,2,3,4,3,2,0
2019-09-28 06:50:39+00:00,50.52,2,3,0,2,1,4,3,0
2019-09-28 06:51:09+00:00,50.31,6,6,5,5,4,7,2,0
2019-09-28 06:51:39+00:00,50.69,3,2,0,2,1,7,0,0
2019-09-28 06:52:09+00:00,50.47,7,2,2,5,1,4,6,7
2019-09-28 06:52:39+00:00,50.07,5,1,3,0,2,6,4,2
2019-09-28 06:53:09+00:00,50.49,3,1,3,4,2,5,6,5
2019-09-28 06:53:39+00:00,51.21,4,2,2,6,1,3,9,5
2019-09-28 06:54:09+00:00,52.29,22,5,10,17,3,16,12,7
2019-09-28 06:54:39+00:00,57.25,0,0,0,0,0,0,0,0
2019-09-28 06:55:09+00:00,62.14,57,51,26,24,24,76,22,18
2019-09-28 06:55:39+00:00,46.95,7,10,6,8,2,7,5,3
2019-09-28 06:56:09+00:00,50.08,4,0,2,2,1,7,2,1
2019-09-28 06:56:39+00:00,50.37,3,4,1,0,0,3,1,0
2019-09-28 06:57:09+00:00,49.53,4,1,1,2,2,3,1,1
2019-09-28 06:57:39+00:00,48.94,2,2,0,3,0,3,2,0
2019-09-28 06:58:09+00:00,48.54,1,3,1,1,2,0,2,0
2019-09-28 06:58:39+00:00,49.91,3,6,2,4,2,1,1,0
2019-09-28 06:59:09+00:00,51.29,7,4,4,2,2,1,2,0
2019-09-28 06:59:39+00:00,50.67,3,6,0,1,1,4,2,0
2019-09-28 07:00:09+00:00,50.68,3,4,2,4,0,4,3,0
2019-09-28 07:00:39+00:00,51.16,3,6,0,1,2,6,1,0
2019-09-28 07:01:09+00:00,51.18,2,2,5,2,2,1,3,0
2019-09-28 07:01:39+00:00,51.14,2,2,2,5,1,4,3,0
2019-09-28 07:02:09+00:00,50.67,2,2,0,1,1,5,3,4
2019-09-28 07:02:39+00:00,51.25,11,3,4,9,2,10,6,7
2019-09-28 07:03:09+00:00,51.76,9,2,6,3,3,9,6,5
2019-09-28 07:03:39+00:00,52.58,4,2,4,7,1,5,1,7
2019-09-28 07:04:09+00:00,52.09,4,5,2,4,3,4,3,3
2019-09-28 07:04:39+00:00,58.89,2,2,0,2,0,0,1,0
2019-09-28 07:05:09+00:00,48.43,46,46,28,51,21,49,39,6
2019-09-28 07:05:39+00:00,53.52,5,3,1,8,3,4,2,0
2019-09-28 07:06:09+00:00,53.12,2,2,4,4,4,3,1,0
2019-09-28 07:06:39+00:00,52.05,1,6,2,5,7,3,4,0
2019-09-28 07:07:09+00:00,53.16,3,0,1,1,2,2,1,0
2019-09-28 07:07:39+00:00,51.96,1,8,5,4,3,3,4,0
2019-09-28 07:08:09+00:00,51.57,3,2,7,9,2,3,9,1
2019-09-28 07:08:39+00:00,51.56,4,1,3,7,1,5,3,1
2019-09-28 07:09:09+00:00,51.02,8,0,0,13,3,10,5,3
2019-09-28 07:09:39+00:00,51.52,9,6,7,16,2,5,8,2
2019-09-28 07:10:09+00:00,52.62,6,2,6,19,1,5,8,9
2019-09-28 07:10:39+00:00,51.87,4,3,6,16,1,7,9,0
2019-09-28 07:11:09+00:00,53.99,0,0,0,0,0,0,0,0
2019-09-28 07:11:39+00:00,63.55,0,0,0,0,0,0,0,0
2019-09-28 07:12:09+00:00,46.01,48,50,29,37,21,38,33,3
2019-09-28 07:12:39+00:00,52.91,5,6,5,6,4,3,2,0
2019-09-28 07:13:09+00:00,52.65,8,5,3,2,4,8,5,0
2019-09-28 07:13:39+00:00,53.28,3,6,5,4,5,5,1,0
2019-09-28 07:14:09+00:00,52.72,8,4,5,3,3,4,2,0
2019-09-28 07:14:39+00:00,52.29,9,5,4,1,2,3,2,0
2019-09-28 07:15:09+00:00,51.63,2,7,1,4,4,6,2,0
2019-09-28 07:15:39+00:00,51.63,4,7,1,2,2,10,6,0
2019-09-28 07:16:09+00:00,52.05,9,6,3,2,0,3,4,0
2019-09-28 07:16:39+00:00,51.29,3,9,4,0,1,3,3,0
2019-09-28 07:17:09+00:00,51.04,5,3,2,5,1,5,0,0
2019-09-28 07:17:39+00:00,50.79,6,3,1,1,2,4,2,1
2019-09-28 07:18:09+00:00,51.79,9,2,6,6,6,7,12,4
2019-09-28 07:18:39+00:00,51.89,7,4,8,11,5,18,9,6
2019-09-28 07:19:09+00:00,52.53,7,4,13,7,1,13,9,5
2019-09-28 07:19:39+00:00,53.94,3,3,7,10,3,10,9,7
2019-09-28 07:20:09+00:00,60.73,0,0,0,0,0,0,0,0
2019-09-28 07:20:39+00:00,48.11,41,57,27,50,29,42,10,4
2019-09-28 07:21:09+00:00,53.66,8,7,2,5,1,5,2,0
2019-09-28 07:21:39+00:00,53.08,6,8,4,3,3,3,3,0
2019-09-28 07:22:09+00:00,52.58,10,8,5,5,4,9,0,0
2019-09-28 07:22:39+00:00,52.66,6,4,3,4,0,6,3,0
2019-09-28 07:23:09+00:00,52.62,5,8,3,3,3,5,2,0
2019-09-28 07:23:39+00:00,52.66,1,7,4,2,4,5,3,0
2019-09-28 07:24:09+00:00,52.03,3,5,3,2,5,6,5,1
2019-09-28 07:24:39+00:00,52.91,4,4,1,5,1,5,7,0
2019-09-28 07:25:09+00:00,52.2,2,2,3,14,1,4,7,2
2019-09-28 07:25:39+00:00,52.23,5,4,7,16,4,15,10,2
2019-09-28 07:26:09+00:00,53.36,12,6,10,20,4,13,11,10
2019-09-28 07:26:39+00:00,53.3,11,8,8,17,4,7,12,8
2019-09-28 07:27:09+00:00,56.13,0,0,0,0,0,0,0,0
2019-09-28 07:27:39+00:00,55.74,24,38,16,23,17,25,14,1
2019-09-28 07:28:09+00:00,41.39,13,14,5,8,2,7,4,0
2019-09-28 07:28:39+00:00,50.06,2,7,1,1,1,4,3,0
2019-09-28 07:29:09+00:00,49.87,5,5,1,2,1,4,1,0
2019-09-28 07:29:39+00:00,49.86,4,5,1,6,1,1,4,1
2019-09-28 07:30:09+00:00,49.54,0,3,2,3,1,1,1,0
2019-09-28 07:30:39+00:00,49.75,3,4,1,1,4,4,2,0
2019-09-28 07:31:09+00:00,49.41,6,3,2,2,2,4,2,0
2019-09-28 07:31:39+00:00,49.27,2,1,0,4,0,3,1,0
2019-09-28 07:32:09+00:00,49.31,1,5,3,4,3,2,1,0
2019-09-28 07:32:39+00:00,49.66,2,2,1,1,0,0,0,0
2019-09-28 07:33:09+00:00,49.2,2,3,0,2,0,3,3,0
2019-09-28 07:33:39+00:00,49.9,7,2,2,3,5,3,3,0
2019-09-28 07:34:09+00:00,50.8,5,6,6,3,2,3,0,1
2019-09-28 07:34:39+00:00,50.76,1,4,1,5,2,6,1,1
2019-09-28 07:35:09+00:00,50.02,4,4,1,3,0,5,0,0
2019-09-28 07:35:39+00:00,51.26,7,3,4,1,3,6,5,0
2019-09-28 07:36:09+00:00,50.35,7,3,1,2,3,1,3,0
2019-09-28 07:36:39+00:00,50.15,6,0,4,1,1,5,3,0
2019-09-28 07:37:09+00:00,50.52,7,2,2,3,2,6,1,0
2019-09-28 07:37:39+00:00,49.93,2,1,1,3,3,1,3,0
2019-09-28 07:38:09+00:00,50.14,4,3,2,2,1,1,1,0
2019-09-28 07:38:39+00:00,50.29,4,5,1,4,3,5,3,0
2019-09-28 07:39:09+00:00,50.49,0,1,0,0,1,2,3,0
2019-09-28 07:39:39+00:00,50.31,2,2,1,0,3,1,2,0
2019-09-28 07:40:09+00:00,51.02,3,4,4,2,0,3,1,0
2019-09-28 07:40:39+00:00,50.72,3,5,3,3,2,4,1,0
2019-09-28 07:41:09+00:00,50.54,1,1,2,5,3,1,2,1
2019-09-28 07:41:39+00:00,50.39,2,1,1,1,1,1,4,1
2019-09-28 07:42:09+00:00,50.12,1,2,1,0,1,7,2,4
2019-09-28 07:42:39+00:00,51.38,2,2,1,12,0,12,10,6
2019-09-28 07:43:09+00:00,51.75,10,4,6,8,2,7,5,5
2019-09-28 07:43:39+00:00,61.95,0,0,0,0,0,0,0,0
2019-09-28 07:44:09+00:00,38.61,41,47,18,47,20,58,17,9
2019-09-28 07:44:39+00:00,52.3,2,2,2,4,0,1,3,0
2019-09-28 07:45:09+00:00,51.55,2,3,2,3,3,2,0,0
2019-09-28 07:45:39+00:00,51.36,2,3,2,1,2,3,3,0
2019-09-28 07:46:09+00:00,51.09,6,2,3,2,4,0,3,2
2019-09-28 07:46:39+00:00,50.04,7,5,2,4,7,5,5,0
2019-09-28 07:47:09+00:00,50.38,9,11,4,9,4,7,5,0
2019-09-28 07:47:39+00:00,51.18,1,2,1,5,2,1,0,0
2019-09-28 07:48:09+00:00,50.6,7,2,3,4,2,7,0,0
2019-09-28 07:48:39+00:00,51.0,4,3,2,0,0,4,1,1
2019-09-28 07:49:09+00:00,51.27,6,3,2,4,4,5,4,3
2019-09-28 07:49:39+00:00,51.58,4,1,3,10,0,2,7,6
2019-09-28 07:50:09+00:00,51.99,3,3,4,8,2,7,3,3
2019-09-28 07:50:39+00:00,52.3,13,6,6,12,4,22,8,4
2019-09-28 07:51:09+00:00,52.88,3,4,5,4,0,4,6,4
2019-09-28 07:51:39+00:00,51.66,0,0,0,0,0,0,0,0
2019-09-28 07:52:09+00:00,62.62,11,14,4,2,7,6,2,0
2019-09-28 07:52:39+00:00,47.63,43,41,11,43,23,44,16,6
